Date,Ticker,Company,Sector,Close_Price,Volume,MA_20,MA_50,Daily_Return_Pct,RSI,Volatility,Signal
2025-10-16,RELIANCE,Reliance Industries,Energy,2725.54,1168406,2527.28,2422.32,3.52,86.78,1.7365,BUY
2025-10-17,RELIANCE,Reliance Industries,Energy,2650.56,4168866,2543.0,2430.58,-2.75,74.77,1.9119,BUY
2025-10-20,RELIANCE,Reliance Industries,Energy,2679.17,3353406,2558.2,2439.44,1.08,75.17,1.8998,BUY
2025-10-21,RELIANCE,Reliance Industries,Energy,2615.7,1533255,2568.29,2446.78,-2.37,58.58,1.996,BUY
2025-10-22,RELIANCE,Reliance Industries,Energy,2598.49,3552766,2579.95,2453.57,-0.66,54.59,1.9306,BUY
2025-10-23,RELIANCE,Reliance Industries,Energy,2642.23,1040677,2595.4,2460.65,1.68,54.49,1.8968,BUY
2025-10-24,RELIANCE,Reliance Industries,Energy,2646.1,3594235,2610.09,2467.78,0.15,51.03,1.8994,BUY
2025-10-27,RELIANCE,Reliance Industries,Energy,2604.65,1671459,2621.74,2473.06,-1.57,43.69,1.9595,BUY
2025-10-28,RELIANCE,Reliance Industries,Energy,2578.01,3359653,2631.08,2477.96,-1.02,42.31,1.9861,BUY
2025-10-29,RELIANCE,Reliance Industries,Energy,2605.58,2466197,2634.83,2481.49,1.07,41.83,1.5343,BUY
2025-10-30,RELIANCE,Reliance Industries,Energy,2578.34,887952,2636.07,2484.0,-1.05,42.05,1.5462,BUY
2025-10-31,RELIANCE,Reliance Industries,Energy,2588.0,2709373,2635.56,2487.3,0.37,43.93,1.4968,BUY
2025-11-03,RELIANCE,Reliance Industries,Energy,2591.06,4647703,2633.28,2491.42,0.12,46.0,1.4559,BUY
2025-11-04,RELIANCE,Reliance Industries,Energy,2567.03,1530117,2628.44,2494.69,-0.93,43.21,1.4433,BUY
2025-11-05,RELIANCE,Reliance Industries,Energy,2650.87,3396818,2628.35,2499.77,3.27,42.15,1.6337,BUY
2025-11-06,RELIANCE,Reliance Industries,Energy,2677.4,2857821,2628.02,2504.85,1.0,53.14,1.627,BUY
2025-11-07,RELIANCE,Reliance Industries,Energy,2597.41,1025134,2625.17,2507.96,-2.99,41.45,1.7445,BUY
2025-11-10,RELIANCE,Reliance Industries,Energy,2605.97,744761,2623.16,2511.27,0.33,48.85,1.7463,BUY
2025-11-11,RELIANCE,Reliance Industries,Energy,2581.4,3430098,2620.82,2514.68,-0.94,48.02,1.7521,BUY
2025-11-12,RELIANCE,Reliance Industries,Energy,2615.7,3471820,2619.96,2519.85,1.33,46.85,1.7796,BUY
2025-11-13,RELIANCE,Reliance Industries,Energy,2585.91,564323,2612.98,2524.72,-1.14,43.27,1.5866,BUY
2025-11-14,RELIANCE,Reliance Industries,Energy,2582.75,1737715,2609.59,2528.9,-0.12,47.32,1.4735,BUY
2025-11-17,RELIANCE,Reliance Industries,Energy,2603.61,1454480,2605.81,2533.32,0.81,53.17,1.4632,BUY
2025-11-18,RELIANCE,Reliance Industries,Energy,2638.72,2832811,2606.96,2539.3,1.35,54.03,1.3989,BUY
2025-11-19,RELIANCE,Reliance Industries,Energy,2592.53,1354016,2606.66,2544.22,-1.75,51.65,1.4485,BUY
2025-11-20,RELIANCE,Reliance Industries,Energy,2580.82,1364909,2603.59,2548.62,-0.45,49.17,1.3957,BUY
2025-11-21,RELIANCE,Reliance Industries,Energy,2563.72,1550493,2599.47,2553.27,-0.66,46.93,1.3995,BUY
2025-11-24,RELIANCE,Reliance Industries,Energy,2539.88,782762,2596.24,2557.31,-0.93,46.95,1.3724,BUY
2025-11-25,RELIANCE,Reliance Industries,Energy,2608.41,2105118,2597.76,2562.66,2.7,45.07,1.4905,BUY
2025-11-26,RELIANCE,Reliance Industries,Energy,2625.56,3383427,2598.75,2569.13,0.66,43.84,1.4788,BUY
2025-11-27,RELIANCE,Reliance Industries,Energy,2577.21,1916012,2598.7,2574.37,-1.84,47.41,1.5197,BUY
2025-11-28,RELIANCE,Reliance Industries,Energy,2613.98,1071650,2600.0,2579.93,1.43,50.96,1.5511,BUY
2025-12-01,RELIANCE,Reliance Industries,Energy,2698.5,4976576,2605.37,2586.39,3.23,62.26,1.7053,BUY
2025-12-02,RELIANCE,Reliance Industries,Energy,2741.64,885925,2614.1,2592.94,1.6,62.95,1.7095,BUY
2025-12-03,RELIANCE,Reliance Industries,Energy,2680.53,3363793,2615.58,2599.25,-2.23,59.14,1.6557,BUY
2025-12-04,RELIANCE,Reliance Industries,Energy,2662.4,4257974,2614.83,2605.83,-0.68,57.48,1.6486,BUY
2025-12-05,RELIANCE,Reliance Industries,Energy,2714.33,903081,2620.68,2613.07,1.95,59.82,1.5462,BUY
2025-12-08,RELIANCE,Reliance Industries,Energy,2686.87,2899105,2624.72,2619.38,-1.01,54.33,1.5706,BUY
2025-12-09,RELIANCE,Reliance Industries,Energy,2706.1,878892,2630.96,2625.68,0.72,60.74,1.5529,BUY
2025-12-10,RELIANCE,Reliance Industries,Energy,2738.9,4699591,2637.12,2629.84,1.21,64.37,1.5487,BUY
2025-12-11,RELIANCE,Reliance Industries,Energy,2702.19,3654240,2642.93,2632.82,-1.34,62.15,1.5587,BUY
2025-12-12,RELIANCE,Reliance Industries,Energy,2701.13,1156702,2648.85,2634.87,-0.04,64.74,1.5579,BUY
2025-12-15,RELIANCE,Reliance Industries,Energy,2571.15,3754600,2647.23,2633.56,-4.81,46.94,1.9149,BUY
2025-12-16,RELIANCE,Reliance Industries,Energy,2532.93,2485296,2641.94,2630.94,-1.49,42.64,1.9114,BUY
2025-12-17,RELIANCE,Reliance Industries,Energy,2524.6,2690222,2638.54,2628.39,-0.33,45.54,1.8763,BUY
2025-12-18,RELIANCE,Reliance Industries,Energy,2478.61,4249783,2633.43,2624.28,-1.82,38.69,1.9138,BUY
2025-12-19,RELIANCE,Reliance Industries,Energy,2540.54,3219269,2632.27,2622.0,2.5,36.29,2.0009,BUY
2025-12-22,RELIANCE,Reliance Industries,Energy,2487.31,2824797,2629.64,2618.82,-2.1,28.3,2.0453,BUY
2025-12-23,RELIANCE,Reliance Industries,Energy,2472.14,1286667,2622.83,2615.7,-0.61,30.71,1.9393,BUY
2025-12-24,RELIANCE,Reliance Industries,Energy,2478.22,1853649,2615.46,2612.61,0.25,32.56,1.9313,BUY
2025-12-25,RELIANCE,Reliance Industries,Energy,2533.04,2212503,2613.26,2608.76,2.21,32.93,1.97,BUY
2025-12-26,RELIANCE,Reliance Industries,Energy,2479.75,3485418,2606.54,2605.34,-2.1,31.4,1.9868,BUY
2025-12-29,RELIANCE,Reliance Industries,Energy,2524.26,4109736,2597.83,2602.24,1.79,34.38,1.8774,SELL
2025-12-30,RELIANCE,Reliance Industries,Energy,2525.91,1884418,2587.05,2600.45,0.07,30.67,1.8256,SELL
2025-12-31,RELIANCE,Reliance Industries,Energy,2489.98,886594,2577.52,2598.28,-1.42,30.71,1.7914,SELL
2026-01-01,RELIANCE,Reliance Industries,Energy,2508.48,3369760,2569.82,2595.6,0.74,33.03,1.8058,SELL
2026-01-02,RELIANCE,Reliance Industries,Energy,2517.22,4306503,2559.97,2593.02,0.35,43.96,1.7358,SELL
2026-01-05,RELIANCE,Reliance Industries,Energy,2495.82,4337247,2550.41,2590.85,-0.85,45.68,1.733,SELL
2026-01-06,RELIANCE,Reliance Industries,Energy,2499.68,1592501,2540.09,2589.28,0.15,47.07,1.7191,SELL
2026-01-07,RELIANCE,Reliance Industries,Energy,2486.48,637023,2527.47,2586.9,-0.53,51.0,1.6778,SELL
2026-01-08,RELIANCE,Reliance Industries,Energy,2491.96,1635964,2516.96,2585.17,0.22,42.77,1.6714,SELL
2026-01-09,RELIANCE,Reliance Industries,Energy,2517.96,1983624,2507.8,2583.77,1.04,54.97,1.7006,SELL
2026-01-12,RELIANCE,Reliance Industries,Energy,2579.12,2655748,2508.2,2583.53,2.43,65.08,1.4505,SELL
2026-01-13,RELIANCE,Reliance Industries,Energy,2532.52,2456109,2508.18,2582.84,-1.81,56.87,1.4697,SELL
2026-01-14,RELIANCE,Reliance Industries,Energy,2614.82,3545179,2512.69,2582.12,3.25,59.68,1.635,SELL
2026-01-15,RELIANCE,Reliance Industries,Energy,2539.56,4425282,2515.74,2579.36,-2.88,56.73,1.7185,SELL
2026-01-16,RELIANCE,Reliance Industries,Energy,2535.05,1373172,2515.46,2578.12,-0.18,51.33,1.6264,SELL
2026-01-19,RELIANCE,Reliance Industries,Energy,2558.69,4185540,2519.03,2577.17,0.93,53.84,1.5602,SELL
2026-01-20,RELIANCE,Reliance Industries,Energy,2570.75,1022244,2523.96,2576.96,0.47,60.03,1.5511,SELL
2026-01-21,RELIANCE,Reliance Industries,Energy,2548.02,4563309,2527.45,2575.61,-0.88,54.86,1.5699,SELL
2026-01-22,RELIANCE,Reliance Industries,Energy,2541.34,1562636,2527.87,2574.71,-0.26,52.98,1.4946,SELL
2026-01-23,RELIANCE,Reliance Industries,Energy,2523.82,2286921,2530.07,2573.54,-0.69,53.49,1.4205,SELL
2026-01-26,RELIANCE,Reliance Industries,Energy,2502.77,1329735,2529.0,2571.52,-0.83,50.37,1.3763,SELL
2026-01-27,RELIANCE,Reliance Industries,Energy,2535.92,3836007,2529.5,2569.46,1.32,55.64,1.4092,SELL
2026-01-28,RELIANCE,Reliance Industries,Energy,2550.77,4330375,2532.54,2568.63,0.59,56.57,1.3716,SELL
2026-01-29,RELIANCE,Reliance Industries,Energy,2525.53,3062469,2533.39,2567.52,-0.99,50.85,1.3856,SELL
2026-01-30,RELIANCE,Reliance Industries,Energy,2560.87,3586176,2535.57,2567.46,1.4,47.83,1.4174,SELL
2026-02-02,RELIANCE,Reliance Industries,Energy,2573.95,3795374,2539.48,2568.15,0.51,55.35,1.4022,SELL
2026-02-03,RELIANCE,Reliance Industries,Energy,2606.62,4181262,2544.83,2568.11,1.27,48.79,1.4238,SELL
2026-02-04,RELIANCE,Reliance Industries,Energy,2632.54,3109089,2552.13,2568.25,0.99,66.12,1.4223,SELL
2026-02-05,RELIANCE,Reliance Industries,Energy,2601.12,3008749,2557.59,2568.73,-1.19,60.48,1.4607,SELL
2026-02-06,RELIANCE,Reliance Industries,Energy,2580.56,1414228,2560.72,2568.06,-0.79,53.5,1.4642,SELL
2026-02-09,RELIANCE,Reliance Industries,Energy,2610.78,1453959,2562.3,2566.3,1.17,56.06,1.3851,SELL
2026-02-10,RELIANCE,Reliance Industries,Energy,2635.99,2689415,2567.47,2564.19,0.97,63.21,1.3247,BUY
2026-02-11,RELIANCE,Reliance Industries,Energy,2636.48,2127781,2568.56,2563.31,0.02,64.56,1.1147,BUY
2026-02-12,RELIANCE,Reliance Industries,Energy,2642.44,3869538,2573.7,2562.91,0.23,68.82,0.8762,BUY
2026-02-13,RELIANCE,Reliance Industries,Energy,2694.4,3742374,2581.67,2562.51,1.97,77.69,0.9551,BUY
2026-02-16,RELIANCE,Reliance Industries,Energy,2671.84,845266,2587.33,2562.21,-0.84,70.26,0.9765,BUY
2026-02-17,RELIANCE,Reliance Industries,Energy,2695.1,4456679,2593.54,2561.99,0.87,70.98,0.9859,BUY
2026-02-18,RELIANCE,Reliance Industries,Energy,2688.27,2038601,2600.56,2560.98,-0.25,75.0,0.9578,BUY
2026-02-19,RELIANCE,Reliance Industries,Energy,2680.84,3077855,2607.53,2560.55,-0.28,70.16,0.9584,BUY
2026-02-20,RELIANCE,Reliance Industries,Energy,2726.37,3571475,2617.66,2561.06,1.7,73.09,0.9808,BUY
2026-02-23,RELIANCE,Reliance Industries,Energy,2761.49,4503484,2630.59,2564.86,1.29,73.29,0.956,BUY
2026-02-24,RELIANCE,Reliance Industries,Energy,2796.57,1607955,2643.63,2570.14,1.27,74.01,0.9538,BUY
2026-02-25,RELIANCE,Reliance Industries,Energy,2852.73,4302010,2658.72,2576.7,2.01,84.34,1.0123,BUY
2026-02-26,RELIANCE,Reliance Industries,Energy,2855.06,2432728,2675.2,2584.23,0.08,89.42,0.9522,BUY
2026-02-27,RELIANCE,Reliance Industries,Energy,2885.69,2399492,2691.44,2591.13,1.07,89.44,0.9407,BUY
2026-03-02,RELIANCE,Reliance Industries,Energy,2873.7,2861632,2706.43,2598.86,-0.42,85.44,0.9682,BUY
2026-03-03,RELIANCE,Reliance Industries,Energy,2889.11,1914397,2720.55,2607.2,0.54,86.06,0.9535,BUY
2026-03-04,RELIANCE,Reliance Industries,Energy,2884.91,3677993,2733.17,2615.33,-0.15,84.79,0.9581,BUY
2026-03-05,RELIANCE,Reliance Industries,Energy,2890.55,3631209,2747.64,2622.48,0.2,82.46,0.879,BUY
2026-03-06,RELIANCE,Reliance Industries,Energy,2917.8,1723520,2764.51,2631.24,0.94,90.08,0.8254,BUY
2026-03-09,RELIANCE,Reliance Industries,Energy,2883.45,4557893,2778.14,2638.43,-1.18,79.62,0.9062,BUY
2026-03-10,RELIANCE,Reliance Industries,Energy,2975.39,3717635,2795.11,2647.42,3.19,85.62,1.0849,BUY
2026-03-11,RELIANCE,Reliance Industries,Energy,2931.98,2800119,2809.88,2656.26,-1.46,78.6,1.1743,BUY
2026-03-12,RELIANCE,Reliance Industries,Energy,2880.05,2399443,2821.77,2663.69,-1.77,67.25,1.2822,BUY
2026-03-13,RELIANCE,Reliance Industries,Energy,2931.52,3948503,2833.62,2671.98,1.79,68.41,1.2714,BUY
2026-03-16,RELIANCE,Reliance Industries,Energy,2967.8,1939758,2848.42,2681.41,1.24,68.49,1.2469,BUY
2026-03-17,RELIANCE,Reliance Industries,Energy,2997.07,2305468,2863.52,2691.36,0.99,66.55,1.2489,BUY
2026-03-18,RELIANCE,Reliance Industries,Energy,3026.82,3927975,2880.44,2702.17,0.99,68.53,1.2384,BUY
2026-03-19,RELIANCE,Reliance Industries,Energy,3027.78,626108,2897.79,2712.89,0.03,66.38,1.2287,BUY
2026-03-20,RELIANCE,Reliance Industries,Energy,2988.54,3660110,2910.9,2722.3,-1.3,62.45,1.2719,BUY
2026-03-23,RELIANCE,Reliance Industries,Energy,2993.43,3730019,2922.5,2730.58,0.16,61.58,1.2585,BUY
2026-03-24,RELIANCE,Reliance Industries,Energy,2964.52,2207692,2930.9,2739.22,-0.97,58.37,1.2775,BUY
2026-03-25,RELIANCE,Reliance Industries,Energy,3009.36,2580154,2938.73,2747.11,1.51,61.55,1.2468,BUY
2026-03-26,RELIANCE,Reliance Industries,Energy,3004.23,2744702,2946.19,2756.41,-0.17,58.78,1.2501,BUY
2026-03-27,RELIANCE,Reliance Industries,Energy,2968.53,3877778,2950.33,2765.08,-1.19,58.62,1.2751,BUY
2026-03-30,RELIANCE,Reliance Industries,Energy,2955.7,3030034,2954.43,2773.02,-0.43,47.63,1.2753,BUY
2026-03-31,RELIANCE,Reliance Industries,Energy,2975.49,3192755,2958.75,2781.11,0.67,55.56,1.2777,BUY
2026-04-01,RELIANCE,Reliance Industries,Energy,2951.82,888349,2962.09,2789.19,-0.8,59.89,1.2941,BUY
2026-04-02,RELIANCE,Reliance Industries,Energy,2916.89,1562729,2963.41,2796.7,-1.18,47.89,1.3261,BUY
2026-04-03,RELIANCE,Reliance Industries,Energy,2929.01,3624071,2963.97,2804.8,0.42,43.98,1.3128,BUY
2026-04-06,RELIANCE,Reliance Industries,Energy,2941.24,3886501,2966.86,2813.57,0.42,40.85,1.2838,BUY
2026-04-07,RELIANCE,Reliance Industries,Energy,2920.34,2479079,2964.11,2821.26,-0.71,32.02,1.0691,BUY
2026-04-08,RELIANCE,Reliance Industries,Energy,2901.17,4022905,2962.57,2828.27,-0.66,29.86,1.0293,BUY
2026-04-09,RELIANCE,Reliance Industries,Energy,2912.72,576077,2964.2,2836.01,0.4,36.78,0.9495,BUY
2026-04-10,RELIANCE,Reliance Industries,Energy,2850.91,4827819,2960.17,2841.81,-2.12,29.26,0.9768,BUY
2026-04-13,RELIANCE,Reliance Industries,Energy,2792.15,1755564,2951.39,2846.18,-2.06,26.92,1.0105,BUY
2026-04-14,RELIANCE,Reliance Industries,Energy,2763.46,2408327,2939.71,2849.31,-1.03,15.59,0.9751,BUY
2026-04-15,RELIANCE,Reliance Industries,Energy,2755.99,625885,2926.16,2851.78,-0.27,15.49,0.9196,BUY
2026-04-16,RELIANCE,Reliance Industries,Energy,2770.22,1041656,2913.29,2855.17,0.52,20.68,0.9397,BUY
2026-04-17,RELIANCE,Reliance Industries,Energy,2832.91,1170688,2905.5,2860.21,2.26,34.18,1.0929,BUY
2026-04-20,RELIANCE,Reliance Industries,Energy,2870.77,2785166,2899.37,2865.41,1.34,37.11,1.1473,BUY
2026-04-21,RELIANCE,Reliance Industries,Energy,2865.32,4924507,2894.41,2870.0,-0.19,38.85,1.133,BUY
2026-04-22,RELIANCE,Reliance Industries,Energy,2865.94,2551531,2887.24,2874.59,0.02,42.79,1.0641,BUY
2026-04-23,RELIANCE,Reliance Industries,Energy,2824.28,3292427,2878.24,2878.22,-1.45,36.33,1.0977,BUY
2026-04-24,RELIANCE,Reliance Industries,Energy,2824.91,3420803,2871.06,2880.83,0.02,34.34,1.0794,SELL
2026-04-27,RELIANCE,Reliance Industries,Energy,2814.09,3857679,2863.98,2883.68,-0.38,35.3,1.079,SELL
2026-04-28,RELIANCE,Reliance Industries,Energy,2829.12,4890020,2856.66,2886.36,0.53,39.92,1.0732,SELL
2026-04-29,RELIANCE,Reliance Industries,Energy,2795.43,3181719,2848.84,2888.5,-1.19,34.54,1.0873,SELL
2026-04-30,RELIANCE,Reliance Industries,Energy,2818.6,1390695,2843.93,2891.26,0.83,45.26,1.0912,SELL
2026-05-01,RELIANCE,Reliance Industries,Energy,2884.81,4694430,2841.72,2894.43,2.35,63.3,1.223,SELL
2026-05-04,RELIANCE,Reliance Industries,Energy,2881.55,1338761,2838.73,2896.83,-0.11,68.29,1.2176,SELL
2026-05-05,RELIANCE,Reliance Industries,Energy,2900.35,1000315,2837.73,2898.9,0.65,71.6,1.2194,SELL
2024-12-11,TCS,Tata Consultancy Services,IT,3500.0,3748147,N/A,N/A,N/A,N/A,N/A,NEUTRAL
2024-12-12,TCS,Tata Consultancy Services,IT,3515.26,3937619,N/A,N/A,0.44,N/A,N/A,NEUTRAL
2024-12-13,TCS,Tata Consultancy Services,IT,3469.11,4876927,N/A,N/A,-1.31,N/A,N/A,NEUTRAL
2024-12-16,TCS,Tata Consultancy Services,IT,3451.15,905760,N/A,N/A,-0.52,N/A,N/A,NEUTRAL
2024-12-17,TCS,Tata Consultancy Services,IT,3425.18,2824418,N/A,N/A,-0.75,N/A,N/A,NEUTRAL
2024-12-18,TCS,Tata Consultancy Services,IT,3470.98,4995585,N/A,N/A,1.34,N/A,N/A,NEUTRAL
2024-12-19,TCS,Tata Consultancy Services,IT,3451.21,2175216,N/A,N/A,-0.57,N/A,N/A,NEUTRAL
2024-12-20,TCS,Tata Consultancy Services,IT,3478.73,4357756,N/A,N/A,0.8,N/A,N/A,NEUTRAL
2024-12-23,TCS,Tata Consultancy Services,IT,3585.36,2340852,N/A,N/A,3.07,N/A,N/A,NEUTRAL
2024-12-24,TCS,Tata Consultancy Services,IT,3655.07,935261,N/A,N/A,1.94,N/A,N/A,NEUTRAL
2024-12-25,TCS,Tata Consultancy Services,IT,3632.82,2235470,N/A,N/A,-0.61,N/A,N/A,NEUTRAL
2024-12-26,TCS,Tata Consultancy Services,IT,3615.76,1684164,N/A,N/A,-0.47,N/A,N/A,NEUTRAL
2024-12-27,TCS,Tata Consultancy Services,IT,3642.26,2188087,N/A,N/A,0.73,N/A,N/A,NEUTRAL
2024-12-30,TCS,Tata Consultancy Services,IT,3552.92,1263174,N/A,N/A,-2.45,54.99,N/A,NEUTRAL
2024-12-31,TCS,Tata Consultancy Services,IT,3508.75,4959588,N/A,N/A,-1.24,50.76,N/A,NEUTRAL
2025-01-01,TCS,Tata Consultancy Services,IT,3536.45,3934737,N/A,N/A,0.79,51.81,N/A,NEUTRAL
2025-01-02,TCS,Tata Consultancy Services,IT,3531.62,579725,N/A,N/A,-0.14,55.73,N/A,NEUTRAL
2025-01-03,TCS,Tata Consultancy Services,IT,3635.9,744195,N/A,N/A,2.95,64.63,N/A,NEUTRAL
2025-01-06,TCS,Tata Consultancy Services,IT,3603.99,2670290,N/A,N/A,-0.88,64.02,N/A,NEUTRAL
2025-01-07,TCS,Tata Consultancy Services,IT,3549.2,2280158,3540.59,N/A,-1.52,56.05,N/A,NEUTRAL
2025-01-08,TCS,Tata Consultancy Services,IT,3503.61,969397,3540.77,N/A,-1.28,53.9,1.4765,NEUTRAL
2025-01-09,TCS,Tata Consultancy Services,IT,3506.1,3554339,3540.31,N/A,0.07,52.11,1.4732,NEUTRAL
2025-01-10,TCS,Tata Consultancy Services,IT,3499.39,1349832,3541.82,N/A,-0.19,42.15,1.4419,NEUTRAL
2025-01-13,TCS,Tata Consultancy Services,IT,3618.21,4983888,3550.18,N/A,3.4,46.91,1.6158,NEUTRAL
2025-01-14,TCS,Tata Consultancy Services,IT,3598.36,4542367,3558.83,N/A,-0.55,47.1,1.6099,NEUTRAL
2025-01-15,TCS,Tata Consultancy Services,IT,3603.1,3112832,3565.44,N/A,0.13,48.91,1.5897,NEUTRAL
2025-01-16,TCS,Tata Consultancy Services,IT,3652.69,4146269,3575.51,N/A,1.38,50.86,1.5998,NEUTRAL
2025-01-17,TCS,Tata Consultancy Services,IT,3648.6,1858322,3584.01,N/A,-0.11,59.21,1.5977,NEUTRAL
2025-01-20,TCS,Tata Consultancy Services,IT,3680.83,902165,3588.78,N/A,0.88,66.95,1.4638,NEUTRAL
2025-01-21,TCS,Tata Consultancy Services,IT,3704.47,2981171,3591.25,N/A,0.64,66.68,1.4075,NEUTRAL
2025-01-22,TCS,Tata Consultancy Services,IT,3752.84,1410128,3597.25,N/A,1.31,70.22,1.4236,NEUTRAL
2025-01-23,TCS,Tata Consultancy Services,IT,3675.46,2077622,3600.24,N/A,-2.06,53.8,1.5035,NEUTRAL
2025-01-24,TCS,Tata Consultancy Services,IT,3721.84,3838812,3604.22,N/A,1.26,61.02,1.5199,NEUTRAL
2025-01-27,TCS,Tata Consultancy Services,IT,3715.98,3586439,3612.37,N/A,-0.16,67.17,1.3975,NEUTRAL
2025-01-28,TCS,Tata Consultancy Services,IT,3728.27,3501662,3623.35,N/A,0.33,74.83,1.3537,NEUTRAL
2025-01-29,TCS,Tata Consultancy Services,IT,3708.51,4842407,3631.95,N/A,-0.53,71.55,1.3614,NEUTRAL
2025-01-30,TCS,Tata Consultancy Services,IT,3802.65,2049164,3645.5,N/A,2.54,77.22,1.4503,NEUTRAL
2025-01-31,TCS,Tata Consultancy Services,IT,3687.79,2499628,3648.09,N/A,-3.02,56.29,1.5069,NEUTRAL
2025-02-03,TCS,Tata Consultancy Services,IT,3767.04,4918628,3656.25,N/A,2.15,63.77,1.5566,NEUTRAL
2025-02-04,TCS,Tata Consultancy Services,IT,3730.56,1594540,3665.32,N/A,-0.97,59.89,1.5286,NEUTRAL
2025-02-05,TCS,Tata Consultancy Services,IT,3817.98,1532063,3681.03,N/A,2.34,62.12,1.5507,NEUTRAL
2025-02-06,TCS,Tata Consultancy Services,IT,3889.83,3482533,3700.22,N/A,1.88,66.08,1.5804,NEUTRAL
2025-02-07,TCS,Tata Consultancy Services,IT,3951.0,3646492,3722.8,N/A,1.57,67.34,1.587,NEUTRAL
2025-02-10,TCS,Tata Consultancy Services,IT,4002.05,3459161,3741.99,N/A,1.29,68.45,1.4573,NEUTRAL
2025-02-11,TCS,Tata Consultancy Services,IT,4140.1,4260440,3769.08,N/A,3.45,71.61,1.5733,NEUTRAL
2025-02-12,TCS,Tata Consultancy Services,IT,4105.22,4828951,3794.19,N/A,-0.84,75.18,1.6069,NEUTRAL
2025-02-13,TCS,Tata Consultancy Services,IT,4071.48,644592,3815.12,N/A,-0.82,70.79,1.6306,NEUTRAL
2025-02-14,TCS,Tata Consultancy Services,IT,4033.46,3972630,3834.37,N/A,-0.93,68.18,1.6583,NEUTRAL
2025-02-17,TCS,Tata Consultancy Services,IT,4091.45,3629885,3854.9,N/A,1.44,69.77,1.6695,NEUTRAL
2025-02-18,TCS,Tata Consultancy Services,IT,4013.76,4300879,3870.36,3684.69,-1.9,65.63,1.7561,BUY
2025-02-19,TCS,Tata Consultancy Services,IT,4076.65,1723269,3886.55,3696.22,1.57,64.49,1.764,BUY
2025-02-20,TCS,Tata Consultancy Services,IT,4061.05,1854567,3905.83,3707.14,-0.38,72.06,1.6771,BUY
2025-02-21,TCS,Tata Consultancy Services,IT,3998.04,1455431,3919.64,3717.71,-1.55,63.92,1.7282,BUY
2025-02-24,TCS,Tata Consultancy Services,IT,3935.41,2416647,3930.62,3727.4,-1.57,61.97,1.7791,BUY
2025-02-25,TCS,Tata Consultancy Services,IT,3890.34,4576866,3938.72,3736.7,-1.15,54.45,1.8084,BUY
2025-02-26,TCS,Tata Consultancy Services,IT,3805.57,4553891,3943.57,3743.39,-2.18,44.9,1.8811,BUY
2025-02-27,TCS,Tata Consultancy Services,IT,3836.82,733081,3945.28,3751.11,0.82,42.83,1.8036,BUY
2025-02-28,TCS,Tata Consultancy Services,IT,3887.76,4388550,3955.28,3759.29,1.33,42.83,1.6699,BUY
2025-03-03,TCS,Tata Consultancy Services,IT,3945.61,2729033,3964.21,3766.49,1.49,36.42,1.6372,BUY
2025-03-04,TCS,Tata Consultancy Services,IT,3910.5,2438553,3973.2,3771.6,-0.89,36.41,1.6341,BUY
2025-03-05,TCS,Tata Consultancy Services,IT,3930.52,628806,3978.83,3777.56,0.51,39.97,1.5604,BUY
2025-03-06,TCS,Tata Consultancy Services,IT,3932.79,1251966,3980.98,3783.9,0.06,42.45,1.5068,BUY
2025-03-07,TCS,Tata Consultancy Services,IT,3975.55,3206848,3982.21,3790.56,1.09,41.11,1.4853,BUY
2025-03-10,TCS,Tata Consultancy Services,IT,4004.07,1912059,3982.31,3799.58,0.72,49.2,1.4654,BUY
2025-03-11,TCS,Tata Consultancy Services,IT,4011.49,4512256,3975.88,3809.64,0.19,44.05,1.2245,BUY
2025-03-12,TCS,Tata Consultancy Services,IT,3901.67,817558,3965.7,3816.94,-2.74,37.58,1.3484,BUY
2025-03-13,TCS,Tata Consultancy Services,IT,3893.87,2056627,3956.82,3824.19,-0.2,41.12,1.3416,BUY
2025-03-14,TCS,Tata Consultancy Services,IT,3902.29,550471,3950.26,3829.52,0.22,46.89,1.3339,BUY
2025-03-17,TCS,Tata Consultancy Services,IT,3863.57,2310520,3938.87,3834.71,-0.99,47.45,1.2908,BUY
2025-03-18,TCS,Tata Consultancy Services,IT,3849.9,3753755,3930.67,3840.72,-0.35,54.88,1.2335,BUY
2025-03-19,TCS,Tata Consultancy Services,IT,3776.8,4829175,3915.68,3846.19,-1.9,43.95,1.2154,BUY
2025-03-20,TCS,Tata Consultancy Services,IT,3760.5,1628219,3900.65,3851.27,-0.43,36.22,1.2154,BUY
2025-03-21,TCS,Tata Consultancy Services,IT,3790.92,729343,3890.3,3857.1,0.81,32.19,1.21,BUY
2025-03-24,TCS,Tata Consultancy Services,IT,3911.61,2675036,3889.11,3862.97,3.18,50.11,1.3915,BUY
2025-03-25,TCS,Tata Consultancy Services,IT,3854.15,1748675,3887.3,3868.09,-1.47,43.15,1.4069,BUY
2025-03-26,TCS,Tata Consultancy Services,IT,3854.69,3463801,3889.75,3873.12,0.01,42.97,1.3134,BUY
2025-03-27,TCS,Tata Consultancy Services,IT,3801.02,3266578,3887.96,3876.09,-1.39,34.6,1.34,BUY
2025-03-28,TCS,Tata Consultancy Services,IT,3797.64,1934876,3883.46,3879.07,-0.09,30.94,1.3007,BUY
2025-03-31,TCS,Tata Consultancy Services,IT,3786.79,2231736,3875.52,3881.19,-0.29,29.38,1.2453,SELL
